,name,workshop_date,position,text_length,num_upvotes,talker,quarter
976,sunying2018,2020-05-14,16,22,0,Zheng,S
977,linghui-wu,2020-05-14,17,42,0,Zheng,S
978,chiayunc,2020-05-14,18,86,12,Zheng,S
979,lyl010,2020-05-14,19,51,1,Zheng,S
980,nt546,2020-05-14,20,16,5,Zheng,S
981,dongchengecon,2020-05-14,21,38,5,Zheng,S
982,RuoyunTan,2020-05-14,22,22,0,Zheng,S
983,tonofshell,2020-05-14,23,39,1,Zheng,S
984,jtschoi,2020-05-14,24,30,5,Zheng,S
985,WMhYang,2020-05-14,25,56,1,Zheng,S
986,fulinguo,2020-05-14,26,37,5,Zheng,S
987,sanittawan,2020-05-14,27,53,7,Zheng,S
988,Yawei-Li,2020-05-14,28,19,0,Zheng,S
989,goldengua,2020-05-14,29,43,3,Zheng,S
990,minminfly68,2020-05-14,30,13,0,Zheng,S
991,tianyueniu,2020-05-14,31,32,2,Zheng,S
992,ruixili,2020-05-14,32,49,0,Zheng,S
993,chun-hu,2020-05-14,33,18,2,Zheng,S
994,zeyuxu1997,2020-05-14,34,45,0,Zheng,S
995,JuneZzj,2020-05-14,35,24,0,Zheng,S
996,boyangqu,2020-05-14,36,42,2,Zheng,S
997,HaowenShang,2020-05-14,37,38,1,Zheng,S
998,TianxinZheng,2020-05-14,38,19,0,Zheng,S
999,SiyuanPengMike,2020-05-14,39,41,0,Zheng,S
1000,romanticmonkey,2020-05-14,40,14,0,Zheng,S
1001,harryxiong13,2020-05-14,41,24,2,Zheng,S
1002,heathercchen,2020-05-14,42,13,0,Zheng,S
1003,YanjieZhou,2020-05-14,43,23,0,Zheng,S
1004,yutianlai,2020-05-14,44,11,0,Zheng,S
1005,jsgenan,2020-05-14,45,29,2,Zheng,S
1006,anqi-hu,2020-05-14,46,36,3,Zheng,S
1007,luyingjiang,2020-05-14,47,35,3,Zheng,S
1008,Leahjl,2020-05-14,48,13,1,Zheng,S
1009,timqzhang,2020-05-14,49,9,0,Zheng,S
1010,yongfeilu,2020-05-14,50,3,0,Zheng,S
1011,Yiqing-Zh,2020-05-14,51,22,0,Zheng,S
1012,KenChenCompEcon,2020-05-14,52,28,0,Zheng,S
1013,PAHADRIANUS,2020-05-14,53,81,2,Zheng,S
1014,mingtao-gao,2020-05-14,54,21,2,Zheng,S
1015,Panyw97,2020-05-14,55,13,0,Zheng,S
1016,ShanglunLi,2020-05-14,56,15,0,Zheng,S
1017,policyglot,2020-05-21,0,117,58,Lewis,S
1018,ChivLiu,2020-05-21,1,81,50,Lewis,S
1019,ydeng117,2020-05-21,2,101,55,Lewis,S
1020,wanitchayap,2020-05-21,3,91,63,Lewis,S
1021,bakerwho,2020-05-21,4,103,55,Lewis,S
1022,luxin-tian,2020-05-21,5,74,48,Lewis,S
1023,hesongrun,2020-05-21,6,41,33,Lewis,S
1024,hihowme,2020-05-21,7,9,18,Lewis,S
1025,bhargavvader,2020-05-21,8,70,29,Lewis,S
1026,Yilun0221,2020-05-21,9,16,14,Lewis,S
1027,linghui-wu,2020-05-21,10,66,20,Lewis,S
1028,di-Tong,2020-05-21,11,27,10,Lewis,S
1029,ShuyanHuang,2020-05-21,12,37,6,Lewis,S
1030,zeyuxu1997,2020-05-21,13,22,0,Lewis,S
1031,lulululugagaga,2020-05-21,14,25,6,Lewis,S
1032,vinsonyz,2020-05-21,15,15,6,Lewis,S
1033,skanthan95,2020-05-21,16,125,10,Lewis,S
1034,dhruvalb,2020-05-21,17,30,13,Lewis,S
1035,rkcatipon,2020-05-21,18,42,9,Lewis,S
1036,YuxinNg,2020-05-21,19,33,8,Lewis,S
1037,liu431,2020-05-21,20,13,0,Lewis,S
1038,chiayunc,2020-05-21,21,32,3,Lewis,S
1039,dongchengecon,2020-05-21,22,18,1,Lewis,S
1040,minminfly68,2020-05-21,23,18,1,Lewis,S
1041,fulinguo,2020-05-21,24,31,1,Lewis,S
1042,jsgenan,2020-05-21,25,55,5,Lewis,S
1043,cytwill,2020-05-21,26,56,2,Lewis,S
1044,YanjieZhou,2020-05-21,27,22,2,Lewis,S
1045,SiyuanPengMike,2020-05-21,28,35,2,Lewis,S
1046,tonofshell,2020-05-21,29,21,2,Lewis,S
1047,yongfeilu,2020-05-21,30,12,0,Lewis,S
1048,anqi-hu,2020-05-21,31,51,1,Lewis,S
1049,Leahjl,2020-05-21,32,17,0,Lewis,S
1050,MegicLF,2020-05-21,33,19,0,Lewis,S
1051,RuoyunTan,2020-05-21,34,34,0,Lewis,S
1052,Anqi-Zhou,2020-05-21,35,23,1,Lewis,S
1053,ruixili,2020-05-21,36,21,0,Lewis,S
1054,Yawei-Li,2020-05-21,37,16,0,Lewis,S
1055,sunying2018,2020-05-21,38,26,0,Lewis,S
1056,SixueLiu96,2020-05-21,39,13,0,Lewis,S
1057,lyl010,2020-05-21,40,12,0,Lewis,S
1058,harryxiong13,2020-05-21,41,24,2,Lewis,S
1059,yutianlai,2020-05-21,42,16,0,Lewis,S
1060,heathercchen,2020-05-21,43,23,0,Lewis,S
1061,nt546,2020-05-21,44,20,0,Lewis,S
1062,sanittawan,2020-05-21,45,43,1,Lewis,S
1063,Panyw97,2020-05-21,46,17,0,Lewis,S
1064,weijiexu-charlie,2020-05-21,47,27,0,Lewis,S
1065,WMhYang,2020-05-21,48,46,0,Lewis,S
1066,hanjiaxu,2020-05-21,49,25,0,Lewis,S
1067,JuneZzj,2020-05-21,50,24,0,Lewis,S
1068,keertanavc,2020-05-21,51,27,1,Lewis,S
1069,jtschoi,2020-05-21,52,43,0,Lewis,S
1070,timqzhang,2020-05-21,53,15,0,Lewis,S
1071,ziwnchen,2020-05-21,54,46,0,Lewis,S
1072,Yiqing-Zh,2020-05-21,55,20,0,Lewis,S
1073,PAHADRIANUS,2020-05-21,56,49,0,Lewis,S
1074,bhargavvader,2020-05-28,0,161,60,Shaw,S
1075,nwrim,2020-05-28,1,113,59,Shaw,S
1076,bakerwho,2020-05-28,2,68,58,Shaw,S
1077,liu431,2020-05-28,3,27,57,Shaw,S
1078,policyglot,2020-05-28,4,35,55,Shaw,S
1079,hesongrun,2020-05-28,5,41,47,Shaw,S
1080,SoyBison,2020-05-28,6,119,43,Shaw,S
1081,vinsonyz,2020-05-28,7,22,9,Shaw,S
1082,PAHADRIANUS,2020-05-28,8,69,15,Shaw,S
1083,goldengua,2020-05-28,9,53,14,Shaw,S
1084,lulululugagaga,2020-05-28,10,22,13,Shaw,S
1085,skanthan95,2020-05-28,11,24,0,Shaw,S
1086,di-Tong,2020-05-28,12,21,18,Shaw,S
1087,hihowme,2020-05-28,13,33,2,Shaw,S
1088,sanittawan,2020-05-28,14,38,6,Shaw,S
1089,bjcliang-uchi,2020-05-28,15,64,12,Shaw,S
1090,ruixili,2020-05-28,16,13,0,Shaw,S
1091,RuoyunTan,2020-05-28,17,10,3,Shaw,S
1092,Yawei-Li,2020-05-28,18,19,0,Shaw,S
1093,KenChenCompEcon,2020-05-28,19,13,3,Shaw,S
1094,heathercchen,2020-05-28,20,23,0,Shaw,S
1095,TianxinZheng,2020-05-28,21,17,0,Shaw,S
1096,minminfly68,2020-05-28,22,15,0,Shaw,S
1097,lyl010,2020-05-28,23,14,0,Shaw,S
1098,ShuyanHuang,2020-05-28,24,29,0,Shaw,S
1099,SixueLiu96,2020-05-28,25,18,1,Shaw,S
1100,jsgenan,2020-05-28,26,37,3,Shaw,S
1101,fulinguo,2020-05-28,27,19,0,Shaw,S
1102,linghui-wu,2020-05-28,28,22,0,Shaw,S
1103,ellenhsieh,2020-05-28,29,26,0,Shaw,S
1104,Yilun0221,2020-05-28,30,28,0,Shaw,S
1105,sunying2018,2020-05-28,31,25,0,Shaw,S
1106,MegicLF,2020-05-28,32,26,0,Shaw,S
1107,SiyuanPengMike,2020-05-28,33,33,3,Shaw,S
1108,YanjieZhou,2020-05-28,34,27,0,Shaw,S
1109,harryxiong13,2020-05-28,35,16,1,Shaw,S
1110,dongchengecon,2020-05-28,36,28,0,Shaw,S
1111,Panyw97,2020-05-28,37,17,0,Shaw,S
1112,tonofshell,2020-05-28,38,22,0,Shaw,S
1113,yutianlai,2020-05-28,39,10,0,Shaw,S
1114,caibengbu,2020-05-28,40,17,0,Shaw,S
1115,adarshmathew,2020-05-28,41,127,5,Shaw,S
1116,boyangqu,2020-05-28,42,14,4,Shaw,S
1117,HaowenShang,2020-05-28,43,19,2,Shaw,S
1118,YuxinNg,2020-05-28,44,15,0,Shaw,S
1119,luxin-tian,2020-05-28,45,13,0,Shaw,S
1120,JuneZzj,2020-05-28,46,29,0,Shaw,S
1121,Anqi-Zhou,2020-05-28,47,14,0,Shaw,S
1122,timqzhang,2020-05-28,48,17,0,Shaw,S
1123,cytwill,2020-05-28,49,14,0,Shaw,S
1124,ChivLiu,2020-05-28,50,26,2,Shaw,S
1125,jtschoi,2020-05-28,51,47,3,Shaw,S
1126,mingtao-gao,2020-05-28,52,34,3,Shaw,S
1127,nt546,2020-05-28,53,8,3,Shaw,S
1128,yalingtsui,2020-05-28,54,11,3,Shaw,S
1129,Leahjl,2020-05-28,55,8,3,Shaw,S
1130,WMhYang,2020-05-28,56,24,0,Shaw,S
1131,romanticmonkey,2020-05-28,57,14,3,Shaw,S
1132,keertanavc,2020-05-28,58,30,0,Shaw,S
1133,ziwnchen,2020-05-28,59,36,0,Shaw,S
1134,ShanglunLi,2020-05-28,60,14,1,Shaw,S
1135,hanjiaxu,2020-05-28,61,15,0,Shaw,S
1136,weijiexu-charlie,2020-05-28,62,4,0,Shaw,S
1137,yongfeilu,2020-05-28,63,13,0,Shaw,S
